customerID,Contract,InternetService,tenure,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Level,Recommended_Action
4702-IOQDC,Month-to-month,Fiber optic,1,70.1,70.1,0.9286217295033368,High,Offer a long-term contract with a targeted retention incentive.
9057-SIHCH,Month-to-month,Fiber optic,3,96.6,291.9,0.925,High,Offer a long-term contract with a targeted retention incentive.
1455-UGQVH,Month-to-month,Fiber optic,10,98.5,1037.75,0.925,High,Offer a long-term contract with a targeted retention incentive.
2012-NWRPA,Month-to-month,Fiber optic,11,99.55,1131.2,0.925,High,Offer a long-term contract with a targeted retention incentive.
2868-MZAGQ,Month-to-month,Fiber optic,1,79.25,79.25,0.925,High,Offer a long-term contract with a targeted retention incentive.
3006-XIMLN,Month-to-month,Fiber optic,2,94.2,193.8,0.925,High,Offer a long-term contract with a targeted retention incentive.
8258-GSTJK,Month-to-month,Fiber optic,3,77.0,237.75,0.925,High,Offer a long-term contract with a targeted retention incentive.
5419-JPRRN,Month-to-month,Fiber optic,1,101.45,101.45,0.925,High,Offer a long-term contract with a targeted retention incentive.
0195-IESCP,Month-to-month,Fiber optic,10,85.25,855.3,0.925,High,Offer a long-term contract with a targeted retention incentive.
9985-MWVIX,Month-to-month,Fiber optic,1,70.15,70.15,0.92,High,Offer a long-term contract with a targeted retention incentive.
8884-ADFVN,Month-to-month,Fiber optic,7,101.95,700.85,0.92,High,Offer a long-term contract with a targeted retention incentive.
3746-EUBYR,Month-to-month,Fiber optic,1,74.6,74.6,0.92,High,Offer a long-term contract with a targeted retention incentive.
3988-RQIXO,Month-to-month,Fiber optic,1,91.3,91.3,0.92,High,Offer a long-term contract with a targeted retention incentive.
1031-IIDEO,Month-to-month,Fiber optic,1,70.85,70.85,0.92,High,Offer a long-term contract with a targeted retention incentive.
4234-XTNEA,Month-to-month,Fiber optic,2,79.95,174.45,0.92,High,Offer a long-term contract with a targeted retention incentive.
2789-HQBOU,Month-to-month,Fiber optic,3,80.35,253.8,0.915,High,Offer a long-term contract with a targeted retention incentive.
1569-TTNYJ,Month-to-month,Fiber optic,5,78.75,412.1,0.915,High,Offer a long-term contract with a targeted retention incentive.
9725-SCPZG,Month-to-month,Fiber optic,1,90.85,90.85,0.915,High,Offer a long-term contract with a targeted retention incentive.
2215-ZAFGX,Month-to-month,Fiber optic,9,85.5,791.7,0.915,High,Offer a long-term contract with a targeted retention incentive.
0742-NXBGR,Month-to-month,Fiber optic,1,82.3,82.3,0.915,High,Offer a long-term contract with a targeted retention incentive.
4501-EQDRN,Month-to-month,Fiber optic,1,69.7,69.7,0.9136734693877552,High,Offer a long-term contract with a targeted retention incentive.
7851-WZEKY,Month-to-month,Fiber optic,2,95.15,196.9,0.91,High,Offer a long-term contract with a targeted retention incentive.
4614-NUVZD,Month-to-month,Fiber optic,1,81.1,81.1,0.91,High,Offer a long-term contract with a targeted retention incentive.
3068-OMWZA,Month-to-month,Fiber optic,1,88.8,88.8,0.91,High,Offer a long-term contract with a targeted retention incentive.
4078-SAYYN,Month-to-month,Fiber optic,11,100.75,1129.75,0.91,High,Offer a long-term contract with a targeted retention incentive.
9681-OXGVC,Month-to-month,Fiber optic,5,100.5,514.0,0.91,High,Offer a long-term contract with a targeted retention incentive.
6357-JJPQT,Month-to-month,Fiber optic,3,80.5,232.35,0.91,High,Offer a long-term contract with a targeted retention incentive.
2656-TABEH,Month-to-month,Fiber optic,4,100.2,420.2,0.91,High,Offer a long-term contract with a targeted retention incentive.
0723-DRCLG,Month-to-month,Fiber optic,1,74.45,74.45,0.91,High,Offer a long-term contract with a targeted retention incentive.
0679-IDSTG,Month-to-month,Fiber optic,1,69.25,69.25,0.91,High,Offer a long-term contract with a targeted retention incentive.
3930-ZGWVE,Month-to-month,No,1,19.75,19.75,0.9094845371851644,High,Offer a long-term contract with a targeted retention incentive.
4759-TRPLW,Month-to-month,Fiber optic,1,70.4,70.4,0.9093684299404736,High,Offer a long-term contract with a targeted retention incentive.
7243-LCGGZ,Month-to-month,No,1,20.9,20.9,0.9086732339368122,High,Offer a long-term contract with a targeted retention incentive.
2982-IHMFT,Month-to-month,Fiber optic,1,74.45,74.45,0.905,High,Offer a long-term contract with a targeted retention incentive.
6372-RFVNS,Month-to-month,Fiber optic,1,78.8,78.8,0.905,High,Offer a long-term contract with a targeted retention incentive.
3387-VATUS,Month-to-month,Fiber optic,5,94.85,462.8,0.905,High,Offer a long-term contract with a targeted retention incentive.
8058-JMEQO,Month-to-month,Fiber optic,9,84.45,762.5,0.905,High,Offer a long-term contract with a targeted retention incentive.
3198-VELRD,Month-to-month,Fiber optic,3,84.75,264.85,0.905,High,Offer a long-term contract with a targeted retention incentive.
6215-NQCPY,Month-to-month,Fiber optic,15,99.7,1566.75,0.905,High,Offer a long-term contract with a targeted retention incentive.
8380-PEFPE,Month-to-month,Fiber optic,1,71.65,71.65,0.9036732339368122,High,Offer a long-term contract with a targeted retention incentive.
3318-NMQXL,Month-to-month,Fiber optic,3,92.0,266.8,0.9,High,Offer a long-term contract with a targeted retention incentive.
8372-JUXUI,Month-to-month,Fiber optic,1,74.35,74.35,0.9,High,Offer a long-term contract with a targeted retention incentive.
8779-QRDMV,Month-to-month,DSL,1,39.65,39.65,0.9,High,Offer a long-term contract with a targeted retention incentive.
6424-ELEYH,Month-to-month,Fiber optic,3,74.75,229.5,0.9,High,Offer a long-term contract with a targeted retention incentive.
1000-AJSLD,Month-to-month,No,1,20.1,20.1,0.9,High,Offer a long-term contract with a targeted retention incentive.
6474-FVJLC,Month-to-month,Fiber optic,2,86.0,165.45,0.9,High,Offer a long-term contract with a targeted retention incentive.
2254-DLXRI,Month-to-month,Fiber optic,1,79.15,79.15,0.9,High,Offer a long-term contract with a targeted retention incentive.
7465-ZZRVX,Month-to-month,Fiber optic,1,70.35,70.35,0.8990675356443815,High,Offer a long-term contract with a targeted retention incentive.
0151-ONTOV,Month-to-month,Fiber optic,1,70.9,70.9,0.8990442657688597,High,Offer a long-term contract with a targeted retention incentive.
8972-HJWNV,Month-to-month,Fiber optic,7,84.55,646.85,0.895,High,Offer a long-term contract with a targeted retention incentive.
3158-MOERK,Month-to-month,Fiber optic,2,96.0,174.8,0.895,High,Offer a long-term contract with a targeted retention incentive.
4581-SSPWD,Month-to-month,Fiber optic,3,75.8,246.3,0.895,High,Offer a long-term contract with a targeted retention incentive.
5277-ZLOOR,Month-to-month,Fiber optic,2,85.55,187.45,0.895,High,Offer a long-term contract with a targeted retention incentive.
9546-CQJSU,Month-to-month,Fiber optic,2,91.4,193.6,0.895,High,Offer a long-term contract with a targeted retention incentive.
0107-YHINA,Month-to-month,Fiber optic,1,99.75,99.75,0.895,High,Offer a long-term contract with a targeted retention incentive.
5196-SGOAK,Month-to-month,Fiber optic,1,75.7,75.7,0.895,High,Offer a long-term contract with a targeted retention incentive.
4529-CKBCL,Month-to-month,Fiber optic,2,80.2,146.05,0.895,High,Offer a long-term contract with a targeted retention incentive.
7994-UYIVZ,Month-to-month,Fiber optic,8,85.65,659.45,0.895,High,Offer a long-term contract with a targeted retention incentive.
2135-RXIHG,Month-to-month,DSL,1,45.65,45.65,0.895,High,Offer a long-term contract with a targeted retention incentive.
1751-NCDLI,Month-to-month,Fiber optic,46,98.85,4564.9,0.895,High,Offer a long-term contract with a targeted retention incentive.
4826-XTSOH,Month-to-month,Fiber optic,1,86.05,86.05,0.895,High,Offer a long-term contract with a targeted retention incentive.
6496-JDSSB,Month-to-month,Fiber optic,8,80.0,624.6,0.895,High,Offer a long-term contract with a targeted retention incentive.
1084-UQCHV,Month-to-month,Fiber optic,1,69.75,69.75,0.8929029316874737,High,Offer a long-term contract with a targeted retention incentive.
9753-OYLBX,Month-to-month,No,1,20.5,20.5,0.8911675010159444,High,Offer a long-term contract with a targeted retention incentive.
0822-GAVAP,Month-to-month,DSL,2,34.7,62.25,0.89,High,Offer a long-term contract with a targeted retention incentive.
3276-HDUEG,Month-to-month,Fiber optic,1,75.05,75.05,0.89,High,Offer a long-term contract with a targeted retention incentive.
2968-SSGAA,Month-to-month,Fiber optic,10,100.6,1060.2,0.89,High,Offer a long-term contract with a targeted retention incentive.
4897-QSUYC,Month-to-month,No,1,20.15,20.15,0.8899483271070315,High,Offer a long-term contract with a targeted retention incentive.
3462-BJQQA,Month-to-month,Fiber optic,6,89.75,552.65,0.885,High,Offer a long-term contract with a targeted retention incentive.
8087-LGYHQ,Month-to-month,Fiber optic,9,94.05,811.65,0.885,High,Offer a long-term contract with a targeted retention incentive.
5299-SJCZT,Month-to-month,Fiber optic,3,101.55,298.35,0.885,High,Offer a long-term contract with a targeted retention incentive.
9305-CDSKC,Month-to-month,Fiber optic,8,99.65,820.5,0.885,High,Offer a long-term contract with a targeted retention incentive.
2018-QKYGT,Month-to-month,Fiber optic,1,81.05,81.05,0.885,High,Offer a long-term contract with a targeted retention incentive.
7409-KIUTL,Month-to-month,Fiber optic,1,71.0,71.0,0.885,High,Offer a long-term contract with a targeted retention incentive.
7503-ZGUZJ,Month-to-month,Fiber optic,1,84.65,84.65,0.885,High,Offer a long-term contract with a targeted retention incentive.
2275-RBYQS,Month-to-month,DSL,1,45.4,45.4,0.885,High,Offer a long-term contract with a targeted retention incentive.
8473-VUVJN,Month-to-month,Fiber optic,1,73.65,73.65,0.885,High,Offer a long-term contract with a targeted retention incentive.
6230-BSUXY,Month-to-month,Fiber optic,1,85.0,85.0,0.885,High,Offer a long-term contract with a targeted retention incentive.
6857-VWJDT,Month-to-month,Fiber optic,1,95.65,95.65,0.8823656257645294,High,Offer a long-term contract with a targeted retention incentive.
3785-NRHYR,Month-to-month,No,1,19.65,19.65,0.8811425851495475,High,Offer a long-term contract with a targeted retention incentive.
9282-IZGQK,Month-to-month,Fiber optic,1,85.0,85.0,0.88,High,Offer a long-term contract with a targeted retention incentive.
5133-POWUA,Month-to-month,DSL,1,45.8,45.8,0.88,High,Offer a long-term contract with a targeted retention incentive.
1640-PLFMP,Month-to-month,Fiber optic,1,70.25,70.25,0.88,High,Offer a long-term contract with a targeted retention incentive.
9605-WGJVW,Month-to-month,Fiber optic,1,70.2,70.2,0.88,High,Offer a long-term contract with a targeted retention incentive.
3148-BLQJT,Month-to-month,No,1,20.1,20.1,0.8792351376240662,High,Offer a long-term contract with a targeted retention incentive.
4603-JANFB,Month-to-month,Fiber optic,1,69.85,69.85,0.8784411260318633,High,Offer a long-term contract with a targeted retention incentive.
0023-HGHWL,Month-to-month,DSL,1,25.1,25.1,0.875,High,Offer a long-term contract with a targeted retention incentive.
6229-LSCKB,Month-to-month,Fiber optic,6,79.7,497.6,0.875,High,Offer a long-term contract with a targeted retention incentive.
3811-VBYBZ,Month-to-month,Fiber optic,7,99.8,673.25,0.875,High,Offer a long-term contract with a targeted retention incentive.
5054-IEXZT,Month-to-month,Fiber optic,1,75.35,75.35,0.875,High,Offer a long-term contract with a targeted retention incentive.
5186-SAMNZ,Month-to-month,Fiber optic,1,69.5,69.5,0.875,High,Offer a long-term contract with a targeted retention incentive.
8161-QYMTT,Month-to-month,Fiber optic,7,94.1,701.3,0.875,High,Offer a long-term contract with a targeted retention incentive.
8603-IJWDN,Month-to-month,Fiber optic,1,86.6,86.6,0.875,High,Offer a long-term contract with a targeted retention incentive.
6328-ZPBGN,Month-to-month,Fiber optic,11,95.15,997.65,0.875,High,Offer a long-term contract with a targeted retention incentive.
3878-AVSOQ,Month-to-month,Fiber optic,1,71.25,71.25,0.875,High,Offer a long-term contract with a targeted retention incentive.
4822-RVYBB,Month-to-month,Fiber optic,8,100.6,819.4,0.87,High,Offer a long-term contract with a targeted retention incentive.
1766-GKNMI,Month-to-month,Fiber optic,29,84.9,2516.2,0.87,High,Offer a long-term contract with a targeted retention incentive.
7024-OHCCK,Month-to-month,Fiber optic,2,93.85,170.85,0.87,High,Offer a long-term contract with a targeted retention incentive.
9507-EXLTT,Month-to-month,Fiber optic,1,79.35,79.35,0.87,High,Offer a long-term contract with a targeted retention incentive.
1304-NECVQ,Month-to-month,Fiber optic,2,78.55,149.55,0.87,High,Offer a long-term contract with a targeted retention incentive.
1980-KXVPM,Month-to-month,Fiber optic,3,75.05,256.25,0.87,High,Offer a long-term contract with a targeted retention incentive.
6521-YYTYI,Month-to-month,Fiber optic,1,93.3,93.3,0.87,High,Offer a long-term contract with a targeted retention incentive.
4750-ZRXIU,Month-to-month,Fiber optic,4,84.6,360.1,0.87,High,Offer a long-term contract with a targeted retention incentive.
3049-NDXFL,Month-to-month,Fiber optic,1,85.8,85.8,0.8685382297316757,High,Offer a long-term contract with a targeted retention incentive.
2612-RANWT,Month-to-month,Fiber optic,12,100.15,1164.3,0.865,High,Offer a long-term contract with a targeted retention incentive.
2952-QAYZF,Month-to-month,Fiber optic,5,85.3,424.15,0.865,High,Offer a long-term contract with a targeted retention incentive.
2024-BASKD,Month-to-month,Fiber optic,1,74.6,74.6,0.865,High,Offer a long-term contract with a targeted retention incentive.
9822-OAOVB,Month-to-month,DSL,1,55.45,55.45,0.865,High,Offer a long-term contract with a targeted retention incentive.
9965-YOKZB,Month-to-month,Fiber optic,9,83.85,790.15,0.865,High,Offer a long-term contract with a targeted retention incentive.
7779-LGOVN,Month-to-month,Fiber optic,10,86.65,856.65,0.865,High,Offer a long-term contract with a targeted retention incentive.
6688-UZPWD,Month-to-month,Fiber optic,11,102.0,1145.35,0.865,High,Offer a long-term contract with a targeted retention incentive.
1965-AKTSX,Month-to-month,Fiber optic,14,78.95,1101.85,0.865,High,Offer a long-term contract with a targeted retention incentive.
0375-HVGXO,Month-to-month,DSL,1,34.7,34.7,0.865,High,Offer a long-term contract with a targeted retention incentive.
8945-GRKHX,Month-to-month,Fiber optic,1,78.65,78.65,0.865,High,Offer a long-term contract with a targeted retention incentive.
9025-AOMKI,Month-to-month,Fiber optic,6,93.55,536.4,0.865,High,Offer a long-term contract with a targeted retention incentive.
9488-HGMJH,Month-to-month,Fiber optic,1,71.15,71.15,0.8631769290128817,High,Offer a long-term contract with a targeted retention incentive.
1853-UDXBW,Month-to-month,Fiber optic,1,70.0,70.0,0.8613766950290405,High,Offer a long-term contract with a targeted retention incentive.
4952-YSOGZ,Month-to-month,Fiber optic,4,85.95,381.3,0.86,High,Offer a long-term contract with a targeted retention incentive.
6416-TVAIH,Month-to-month,Fiber optic,1,68.5,68.5,0.86,High,Offer a long-term contract with a targeted retention incentive.
4090-KPJIP,Month-to-month,Fiber optic,3,74.95,212.4,0.86,High,Offer a long-term contract with a targeted retention incentive.
4060-LDNLU,Month-to-month,Fiber optic,7,96.2,639.7,0.86,High,Offer a long-term contract with a targeted retention incentive.
9306-CPCBC,Month-to-month,Fiber optic,3,74.25,210.3,0.86,High,Offer a long-term contract with a targeted retention incentive.
9850-OWRHQ,Month-to-month,Fiber optic,3,74.1,228.0,0.855,High,Offer a long-term contract with a targeted retention incentive.
3776-EKTKM,Month-to-month,DSL,1,36.45,36.45,0.855,High,Offer a long-term contract with a targeted retention incentive.
4806-HIPDW,Month-to-month,Fiber optic,1,68.95,68.95,0.855,High,Offer a long-term contract with a targeted retention incentive.
9172-ANCRX,Month-to-month,Fiber optic,10,98.7,973.25,0.855,High,Offer a long-term contract with a targeted retention incentive.
5150-ITWWB,Month-to-month,Fiber optic,3,94.85,335.75,0.855,High,Offer a long-term contract with a targeted retention incentive.
3707-GNWHM,Month-to-month,Fiber optic,1,74.25,74.25,0.855,High,Offer a long-term contract with a targeted retention incentive.
7359-PTSXY,Month-to-month,DSL,1,45.75,45.75,0.855,High,Offer a long-term contract with a targeted retention incentive.
9223-UCPVT,Month-to-month,Fiber optic,1,94.4,94.4,0.855,High,Offer a long-term contract with a targeted retention incentive.
3370-HXOPH,Month-to-month,Fiber optic,3,76.1,257.6,0.855,High,Offer a long-term contract with a targeted retention incentive.
5570-PTWEH,Month-to-month,Fiber optic,3,75.15,216.75,0.8542352941176471,High,Offer a long-term contract with a targeted retention incentive.
5216-WASFJ,Month-to-month,Fiber optic,31,84.85,2633.4,0.85,High,Offer a long-term contract with a targeted retention incentive.
0259-GBZSH,Month-to-month,Fiber optic,2,85.65,181.5,0.85,High,Offer a long-term contract with a targeted retention incentive.
3398-FSHON,Month-to-month,Fiber optic,12,91.3,1094.5,0.85,High,Offer a long-term contract with a targeted retention incentive.
4844-JJWUY,Month-to-month,Fiber optic,1,86.0,86.0,0.85,High,Offer a long-term contract with a targeted retention incentive.
4626-GYCZP,Month-to-month,Fiber optic,7,93.85,635.6,0.85,High,Offer a long-term contract with a targeted retention incentive.
1273-MTETI,Month-to-month,Fiber optic,4,88.85,372.45,0.85,High,Offer a long-term contract with a targeted retention incentive.
